lemma,grammatical info,distribution,senses
scuwa,,,[]
+scȳ,,,['_pair of shoes_']
scȳan?,,,"['_to suggest, persuade, prompt, incite, tempt_']"
"scyccel,",,,[]
scydd,noun masculine,,['_twist on a hillside_']
scydd,noun masculine,,['_alluvial ground_']
scȳde,noun neuter,,[]
scyfe,noun masculine,,"['_shove, pushing, precipitation, furtherance, instigation_', '_head-long_']"
"scyfel,",noun feminine,,"['_woman’s hood, head-dress_']"
scȳft,noun neuter,,[]
scyftan,,,[]
+scȳgean,,,['_to furnish with shoes_']
scyhhan,,,['_to shy (of a mule)_']
scyhte,,†,"['_impelled, prompted, urged_']"
scyhte,,†,[]
scyl_1,,,"['_sonorous, shrill_', '_shill_']"
scyl_2,,,[]
scylcen,noun feminine,,"['_female servant, slave, concubine_']"
±scyld_1,noun feminine,,"['_offence, fault, crime, guilt, sin_']"
±scyld_1,noun feminine,,"['_obligation, liability, due, debt_']"
±scyld_1,noun feminine,,['_Ger._']
±scyld_2,,,[]
scyld-,,,[]
+scyldan,,,['_to accuse_']
scyldfrecu,noun feminine,,['_wicked craving_']
scyldful,,,"['_sinful, guilty_']"
scyldgian,,,['_to sin_']
scyldgian,,,"['_place in the position of a criminal, render liable to punishment_']"
scyldgung,noun feminine,,['_sum demanded as_']
"scyld-hata,",noun masculine,†,['_enemy_']
scyldian,,,[]
scyldian,,,[]
scyldig,,,"['_guilty, criminal, sinful_, _Æ, B_']"
scyldig,,,['_having forfeited his life_']
scyldig,,,"['_liable, responsible, in debt to_', '_shildy_']"
scyldigian,,,[]
scyldignes,noun feminine,,['_guilt_']
scyld-lǣta,noun masculine,,['_bailiff_']
scyldlēas,,,['_guiltless_']
scyldo_1,,,[]
scyldo_2,,,[]
+scyldru,,,[]
scyldu_1,,,[]
scyldu_2,,,[]
scyldung,,,[]
scyldung,,,[]
scyldwīte,noun neuter,,['_fine for a crime of violence_']
scyldwreccende,,,['_avenging sin_']
scyldwyrcende,,†,['_evil-doing_']
scyle,noun neuter,,[]
scylēagede,,,[]
scylf,noun masculine,,"['_crag, peak_']"
scylf,noun masculine,,"['_pinnacle, turret, tower_']"
-scylfan,,,[]
scylfe,noun masculine,,['_shelf_']
scylfe,noun masculine,,['_floor_']
scylfig,,,['_rocky_']
scylfisc,,,[]
scylfor,,,[]
scylfrung,noun feminine,,"['_shaking, swinging_']"
scylfrung,noun feminine,,[]
scylfð,noun neuter,,[]
scylga,,,[]
scylian,,,"['_to pay off, discharge_, _Chr_', '_shill_']"
scyll,,,[]
scyllan,,,"['_to resound, sound loudly_, _WW_', '_shill_']"
scylling,,,[]
scylp,,,[]
scyltumend,noun masculine,,['_helper_']
scylun,noun neuter,,[]
scymrian,,,[]
scȳn,noun neuter,,[]
scȳn-,,,[]
±scyndan_1,,,"['_to hurry, hasten, drive forward, impel_']"
±scyndan_1,,,"['_incite, exhort_']"
±scyndan_2,,,[]
scyndel,noun masculine,,['_disreputable person_']
scyndendlīce,adv.,,['_hastily_']
+scyndnes,,,[]
scȳne,,,[]
"scȳnes,",,,[]
+scynian,,,"['_to shun, dread_']"
scynn,noun neuter,,"['_skin, fur_', '_ON._']"
scynu,,,['_WW_']
scyp_1,noun masculine,,['_patch_']
scyp_2,,,['_Chr_']
scypen,,,[]
scypian,,,['_to take shape_']
scypp-,,,[]
scyr-,,,[]
scȳr,,,[]
±scyrdan,,,"['_to harm, injure, destroy_']"
+scȳrdan,,,[]
scyrf,,,[]
scyrft,,,['_scarifying_? _scraping_']
scyrfð,noun neuter,,[]
scȳrmǣlum,adv.,,['_stormily_']
scyrp-,,,[]
±scyrtan,,,['_to shorten_']
±scyrtan,,,"['_run short, decrease, fail_']"
scyrte,noun feminine,,"['_skirt_', '_shirt_']"
scyrtest,,,[]
scyrting,noun feminine,,"['_shortening, abstract, epitome_']"
scyrtra,,,[]
scȳt,noun neuter,,[]
scyte,noun masculine,,"['_shooting, hurling_']"
scyte,noun masculine,,"['_stroke, blow_, _ZDA_']"
scyte,noun masculine,,"['_dart_', '_shute_']"
scyte,noun masculine,,[]
scȳte,noun feminine,,"['_‘sheet,’ linen cloth_, _BH, Cp, Mk_']"
scytefinger,noun masculine,,['_forefinger_']
"scyte-heald,",,,"['_inclined, sloping, precipitous_']"
scytel_1,noun masculine,,"['_dart, arrow_, _Erf, Ps_']"
scytel_1,noun masculine,,"['_tongue of a balance_', '_shuttle_']"
scytel_2,noun masculine,,['_excrement_']
scytelfinger,,,[]
scytels,,,[]
scyterǣs,noun masculine,,['_headlong rush_']
scytere,noun masculine,,['_shooter_']
scytheald,,,[]
scytta,noun masculine,,"['_shooter, archer_']"
scyttan,,,"['_to bolt_, _‘shut’ to_, _Æ_']"
scyttan,,,"['_discharge, pay off_']"
"scyttel,",noun masculine,,"['_bolt, bar_, _Æ, Bl, ZDA_', '_shuttle_']"
"scyttel,",noun masculine,,[]
Scyttisc_1,,,"['_Scotch, Irish_']"
Scyttisc_2,,,['_Irish or Scotch language_']
scyððan,,,[]
sē_1,pron.,,"['_he, she, it, that, this_']"
sē_1,pron.,,"['_who, which_']"
sē_1,pron.,,['_the_']
sē_2,,,[]
sē_3,,,[]
sēa,,,['_OET_']
sēad,,,[]
sēada,,,[]
seafian,,,[]
seah,noun neuter,,[]
seaht_1,,,[]
seaht_2,,,[]
seal,,,[]
sealde,noun neuter,,[]
±sealdnes,noun feminine,,['_act of giving_']
±sealdnes,noun feminine,,"['_grant, gift_']"
sēales,,,[]
sealf,noun feminine,,"['_‘salve,’ ointment, unguent, medicament_, _Lcd, Mk_']"
sealf,noun feminine,,[]
sealfbox,noun masculine,,['_salve-box_']
sealfcynn,noun neuter,,['_an unguent_']
sealfe,,,[]
sealfer-,,,[]
±sealfian,,,"['_to ‘salve,’ anoint_, _WW_']"
sealfie,,,[]
"sealf-lǣcnung,",noun feminine,,"['_curing by unguents, pharmacy_']"
sealh,noun masculine,,"['_willow_, _Lcd, Ps_']"
sealh,noun masculine,,['_sallow_']
sealhrind,noun feminine,,['_willow-bark_']
seallan,,,[]
sealm,noun masculine,,"['_‘psalm,’ song_, _RB, Ps_']"
sealm,noun masculine,,[]
sealma,noun masculine,,"['_bed, couch_']"
sealmcwide,noun masculine,,['_psalm_']
sealmfæt,noun neuter,,['_in vasis psalmorum_']
sealmgetæl,noun neuter,,['_number of psalms_']
"sealm-glīg,",noun neuter,,"['_psaltery, psalmody_']"
sealmian,,,"['_to play an accompaniment on the harp_, _Ps_', '_psalm_']"
sealmlēoð,noun neuter,,['_psalm_']
sealmlof,noun neuter,,['_psalm_']
sealmlofian,,,['_to sing psalms_']
sealmsang,noun masculine,,['_psalm_']
sealmsang,noun masculine,,['_composition or singing of psalms_']
sealmsang,noun masculine,,['_psaltery_']
sealmscop,noun masculine,,['_psalmist_']
sealmtraht,noun masculine,,['_exposition of psalms_']
sealmwyrhta,noun masculine,,"['_psalmist_, _Æ_', '_psalm-wright_']"
sealobrūn,,,[]
sealt_1,noun neuter,,"['_salt_,’ _Lcd, Mt_']"
sealt_1,noun neuter,,[]
sealt_2,adj.,,"['_salt, briny_, _Cr_']"
sealt_2,adj.,,[]
sealtan,V_7,,"['_to ‘salt,’_ _IM_']"
sealtbrōc,noun masculine,,['_brook running from salt-works_']
sealtere_1,noun masculine,,"['_‘salter,’ salt-worker_, _WW_']"
sealtere_1,noun masculine,,[]
sealtere_2,,,[]
sealtern,noun neuter,,"['_salt-works_, _BC_', '_saltern_']"
sealtfæt,noun neuter,,"['_salt-cellar_, _A, WW_', '_saltfat_']"
sealthālgung,noun feminine,,['_consecration of salt_']
sealtherpað,noun masculine,,['_road to salt works_']
sealthūs,noun neuter,,"['_salt-house_,’ _WW_']"
sealtian,,,"['_to dance_', '_L._']"
sealticge,noun feminine,,['_dancer_']
sealting,noun feminine,,['_dancing_']
sealtlēaf,noun neuter,,"['_‘mozicia,’ a plant_']"
sealtmere,noun masculine,,['_brackish pond_']
sealtnes,noun feminine,,"['_saltness_,’ _VPs_']"
sealtsæleða,noun masculine,,['_saltness_']
sealtsæleða,noun masculine,,[]
sealtsēað,noun masculine,,['_saline spring_']
sealtstān,noun masculine,,['_rock salt_']
sealtstān,noun masculine,,"['_pillar of salt_, _Gen_']"
sealtstān,noun masculine,,['_saltstone_']
sealtstrǣt,noun feminine,,['_road to salt-works_']
sealtwīc,noun neuter,,['_a place where salt is sold_']
sealtwylle,noun feminine,,"['_salt spring_, _KC_', '_saltwell_']"
sealtȳð,noun feminine,†,"['_salt wave, sea-wave_']"
sēam_1,noun masculine,,"['_burden, load_, _Æ, LkL, LkR_']"
sēam_1,noun masculine,,['_bag_']
sēam_1,noun masculine,,['_harness of a beast of burden_']
sēam_1,noun masculine,,"['_duty of furnishing beasts of burden_', '_‘seam_']"
sēam_2,noun masculine,,"['_seam,’ suture, junction_, _Æ,\xa0WW_']"
sēamere_1,noun masculine,,"['_beast of burden, mule_', '_L._']"
sēamere_2,noun masculine,,['_tailor_']
sēamere_3,,,[]
sēamestre,noun feminine,,"['_sempstress_, _(also of males) sewer, tailor_, _Æ, KC, WW_', '_seamster_']"
sēamhors,noun neuter,,['_pack-horse_']
sēampending,noun masculine,,['_toll of a penny a load_']
sēamsadol,noun masculine,,['_pack-saddle_']
sēamsticca,noun masculine,,['_an appliance used in weaving_']
sēap,noun neuter,,[]
sēar,,,"['_dry_, _‘sere,’ barren_, _GPH_']"
"seara-,",,,[]
sēargian,,,[]
sēarian,,,"['_to become sere, wither_, _Shr_', '_sear_']"
searo,noun neuter,,"['_art, skill, cleverness, cunning_']"
searo,noun neuter,,"['_device, trick, snare, ambuscade, plot, treachery_']"
searo,noun neuter,,"['_work of art, cunning device, engine (of\xa0war)_']"
searo,noun neuter,,"['_armour, war-gear, trappings_']"
searobend,noun masculine,,['_artistic clasp_']
searobunden,,,['_cunningly fastened_']
searocǣg,noun feminine,,['_insidious key_']
searocēap,noun neuter,,['_artistic object_']
searocēne,,,['_very bold_']
searocræft,noun masculine,,"['_artifice, treachery, wile_']"
searocræft,noun masculine,,"['_artistic skill, art_']"
searocræft,noun masculine,,"['_engine, instrument (of\xa0torture)_']"
searocræftig,,,"['_skilful, cunning_']"
searofær,noun neuter,,['_artistic ship_']
searofāh,,,"['_variegated, cunningly inlaid_']"
searogemme,,,[]
searogimm,noun masculine,,['_curious gem_']
searogrim,,,"['_fierce, formidable_']"
searohæbbend,noun masculine,†,['_warrior_']
searohwīt,,,['_brilliantly white_']
searolic,,,"['_artistic, ingenious, cunning_']"
searomete,noun masculine,,"['_dainty, delicacy_']"
searonet,noun neuter,,"['_armour-net, corslet_']"
searonet,noun neuter,,['_ensnaring net_']
searonet,noun neuter,,[]
searonīð,noun masculine,†,"['_cunning hostility, treachery, strife, battle_']"
searopīl,noun masculine,,['_artistic javelin_']
searorūn,noun feminine,,['_mystery_']
searosǣled,,,['_cleverly bound_']
searoðanc,noun masculine,,"['_sagacity, ingenuity, skill_']"
searoðanc,noun masculine,,"['_cunning, artifice_']"
searoðancol,,,"['_shrewd, wise_']"
searowrenc,noun masculine,,"['_artifice, trick_']"
searowundor,noun neuter,,['_strange object_']
searu,,,[]
searw-,,,[]
searwian,,,"['_to be deceitful, dissimulate, cheat_']"
searwum,,,['_skilfully_']
searwung,,,[]
"seatul,",,,[]
sēað_1,noun masculine,,"['_hole, pit_, _MkL_']"
sēað_1,noun masculine,,[]
sēað_1,noun masculine,,[]
sēað_1,noun masculine,,"['_well, cistern, spring, fountain, lake_', '_seath_']"
sēað_1,noun masculine,,[]
sēað_2,noun neuter,,[]
sēaða,noun masculine,,['_heartburn_']
sēaw,noun masculine,,"['_sap, juice, moisture_, _Lcd_', '_sew_']"
+sēaw,,,['_succulent_']
seax,noun neuter,,"['_knife, hip-knife, short sword, dirk, dagger_, _Æ_ (e), _B, Cp_']"
seax,noun neuter,,['_sax_']
seaxbenn,noun feminine,,['_dagger-wound_']
"Seaxe,",,,['_Saxons_']
Seaxland,noun neuter,,['_England_']
±sēcan_1,,,"['_to search for, ‘seek’ (‘i-seche’), inquire, ask for, look for_, _B, Bo, BH, Jul_']"
±sēcan_1,,,[]
±sēcan_1,,,"['_strive after, long for, wish, desire_, _Jn_']"
±sēcan_1,,,"['_look to for, expect from_']"
±sēcan_1,,,"['_visit, go to_, _AO, B_']"
±sēcan_1,,,[]
±sēcan_1,,,"['_approach, attain to_, _Bl, Ps_']"
±sēcan_1,,,"['_attack, pursue_, _B, Chr_']"
±sēcan_1,,,[]
±sēcan_1,,,"['_go, move, proceed_, _Æ_']"
±sēcan_2,,,[]
secce,,,[]
secful,,,[]
secg_1,noun masculine,,"['_‘sedge,’ reed, rush, flag_, _Gl, Lcd, WW_']"
secg_1,noun masculine,,[]
secg_2,noun feminine,†,['_sword_']
secg_3,noun masculine,†,"['_man, warrior, hero_, _B_', '_segge_']"
secg_4,noun masculine,,['_ocean_']
secga,noun masculine,,"['_sayer, informant_']"
±secgan,,,"['_to ‘say’ (‘i-seggen’), speak, inform, utter, tell, recite_, _Æ, Bl, G_']"
±secgan,,,[]
±secgan,,,"['_signify, mean_, _Æ_']"
±secgan,,,['_attribute to_']
±secgan,,,"['_avoid_', '_accuse of, charge with_']"
secge,noun feminine,,['_speech_']
secgend,noun masculine,,"['_speaker, narrator_']"
secggan,,,[]
secggescere,noun feminine,,['_grasshopper_']
secgihtig,,,['_sedgy_']
secglēac,noun neuter,,"['_sedge-leek, rush-garlic_']"
secgplega,noun masculine,,"['_sword-play, battle_']"
secgrōf,,,['_brave_']
secgscara,noun masculine,,"['_landrail, corncrake_']"
sēcnes,noun feminine,,['_visiting_']
sēd,,,[]
+sēdan,,,['_to satisfy_']
sēde,noun neuter,,[]
sedinglīne,,,[]
±sedl,,,[]
sefa,noun masculine,,"['_mind, spirit, understanding, heart_']"
sēfer-,,,[]
sefian,,,[]
sēfre,,,[]
sēft,adv.,,['_more softly_']
±sēfte,,,"['_soft, pleasant, comfortable, easy_']"
±sēfte,,,"['_gentle, mild_']"
±sēfte,,,"['_effeminate, luxurious_']"
sēftēadig,,,['_prosperous_']
sēftlic,,,['_luxurious_']
sēftnes,noun feminine,,"['_rest, quietness, tranquillity, peace_']"
segc-,,,[]
segel,,,[]
segen,,,[]
segen,,,[]
+segenlic,,,[]
segg,,,[]
segl_1,noun neuter,,"['_sail_,’ _AO, Bo, MH_']"
segl_1,noun neuter,,[]
segl_1,noun neuter,,"['_veil, curtain_']"
segl_1,noun neuter,,['_pillar of cloud_']
segl_2,,,[]
"±seg-lan,",,,"['_to ‘sail,’_ _AO_']"
"±seg-lan,",,,['_equip with a sail_']
seglbōsm,noun masculine,,['_bellying sail_']
seglgerǣde,noun neuter,,['_sail-tackle_']
seglgyrd,noun feminine,,"['_sail-yard, yard, cross-pole_, _Cp_', '_WW_']"
seglian,,,[]
seglrād,noun feminine,,"['_(sail-road), sea_']"
seglrōd,noun feminine,,"['_sail-rod, sail-yard_', '_rood_']"
seglung,noun feminine,,"['_sailing_,’ _BH_']"
segn,noun neuter,,"['_sign, mark, token_, _Gen_']"
segn,noun neuter,,"['_ensign, banner_, _BH_', '_senye_']"
segn,noun neuter,,['_L._']
segnberend,noun masculine,,['_warrior_']
segnbora,noun masculine,,['_standard-bearer_']
segncyning,noun masculine,,['_king before whom a banner is borne_']
segne,noun feminine,,"['_‘seine,’ drag-net_, _Ex, JnL_']"
±segnian,,,"['_to make the sign of the cross, cross oneself, consecrate, bless_, _Æ, BH_', '_sain_']"
segnung,noun feminine,,"['_blessing, consecration_']"
sēgon,noun neuter,,[]
seh,noun neuter,,[]
seht_1,noun feminine,,"['_settlement, arrangement, agreement_, _KC_']"
seht_1,noun feminine,,"['_friendship, peace_, _BH_']"
seht_2,adj.,,"['_reconciled, agreed, at peace_, _BC_', '_saught_']"
±sehtian,,,"['_to conciliate, settle_, _LL_', '_saught_']"
±sehtlian,,,"['_to reconcile, to come to an agreement_']"
±sehtnes,noun feminine,,"['_agreement, reconciliation, peace_, _Æ_', '_saughtness_']"
sēhð,noun neuter,,[]
±sehðe,,,['_behold!_']
seigl,,,[]
seign,,,[]
seim,,,"['_fat_', '_Late L._']"
seista,,,[]
sel,noun neuter,,[]
sēl_1,adj.,,"['_Mt_', '_B_', '_Lk_', '_good, great, excellent, clever, skilful_']"
sēl_1,adj.,,"['_noble, honourable_']"
sēl_1,adj.,,"['_fitting, fit, advisable_']"
sēl_1,adj.,,"['_sound, healthy, happy, prosperous_', '_sele_']"
sēl_2,adv.,,"['_better, more effectually, rather, sooner, in preference_']"
sēlan_1,,,[]
sēlan_2,,,[]
selcūð,,,[]
seld_1,,†,[]
seld_2,noun neuter,,"['_hall, palace, residence_']"
seld_3,noun neuter,,"['_, _VPs_', '_seld_']"
+selda,,†,"['_comrade, retainer_']"
seldan,adv.,,"['_‘seldom,’ rarely_, _CP_']"
seldan,adv.,,[]
seldcūð,,,"['_unusual, rare, strange, novel_, _Bo_']"
seldcūð,,,[]
seldcūð,,,"['_various_, _WW_', '_selcouth_']"
seldcyme,noun masculine,,['_infrequent coming_']
selde,noun feminine,,['_vestibule_']
seldguma,noun masculine,,['_retainer_']
seld-hwanne,adv.,,"['_seldom, rarely_']"
seldlic,,,"['_rare, strange, wondrous_, _B_ (syll-), _Met_']"
seldlic,,,"['_select, choice, excellent_', '_selly_']"
"seldnor,",noun neuter,,[]
seldon,,,[]
seld-sīene,,,"['_AO_', '_KC_) _rare, extraordinary, unfamiliar_', '_seldseen_']"
seldun,,,"['_CP_), seldum (_Sol_']"
sele,noun masculine,,"['_hall, house, dwelling, prison_', '_Ger._']"
+sele,noun masculine,,['_tabernacle_']
seledrēam,noun masculine,†,"['_hall-joy, festivity_']"
seleful,noun neuter,,['_hall-goblet_']
selegesceot,noun neuter,,"['_‘tabernaculum,’ tent, lodging-place, nest_', '_Ger._']"
selegyst,noun masculine,,['_hall-guest_']
selen,noun feminine,,"['_grant, gift_']"
selen,noun feminine,,['_tribute_']
selen,noun feminine,,['_munificence_']
±selenes,noun feminine,,['_tradition_']
±selenes,noun feminine,,['_giving_']
selerǣdend,noun masculine,†,['_hall ruler or possessor_']
selerest,noun feminine,,['_bed in hall_']
selescot,,,[]
selesecg,noun masculine,,['_retainer_']
selest,noun neuter,,[]
sēlest,,,[]
seleðegn,noun masculine,‡,"['_hall-thane, retainer, attendant_']"
seleweard,noun masculine,,['_hall-warden_']
self_1,pron.,,"['_self_,’ _AO, B, CP_. mid him selfum _by himself_']"
self_1,pron.,,"['_own_, _B_']"
self_1,pron.,,"['_same_, _CP_']"
self_2,,,[]
selfǣta,noun masculine,,['_cannibal_']
selfǣte,noun feminine,,"['_a plant, wild oat_']"
selfbana,noun masculine,,['_one who takes his own life_']
selfcwala,noun masculine,,['_one who takes his own life_']
selfcwalu,noun feminine,,['_suicide_']
"selfdēma,",noun masculine,,"['_‘sardbaita,’ monk living, subject only to his own rules_']"
selfdōm,noun masculine,,"['_doing as one likes, independence_']"
selfe,,,[]
selflic,,,"['_spontaneous, voluntary_']"
selflīce_1,noun neuter,,"['_self-love_, _‘amour propre,’ pride, vanity_']"
selflīce_1,noun neuter,,['_egotism_']
selflīce_2,adj.,,"['_egotistic, puffed up, vain_']"
selfmyrðra,noun masculine,,['_one who takes his own life_']
selfmyrðrung,noun feminine,,['_suicide_']
selfren,,,[]
selfsceafte,,,['_not begotten_']
selfswēgend,noun masculine,,['_vowel_']
selfwealdlīce,,,['_arbitrarily_']
selfwill,noun neuter,,"['_own will, free-will_']"
selfwille,,,"['_spontaneous, voluntary_, _Bo, Met_. adv. -willes, _Æ, RB_', '_selfwill_']"
selfwillende,,,['_voluntary_']
selfwillendlīce,,,['_indulgently_']
selian,,,[]
sēlig,,,[]
sēlla,,,[]
±sellan,,,"['_to give, furnish, supply, lend_, _Æ, B, Mt_']"
±sellan,,,[]
±sellan,,,"['_give up, betray_, _JnL_']"
±sellan,,,"['_entrust, deliver to_']"
±sellan,,,"['_lay by, hide_']"
±sellan,,,"['_sell_,’ _Æ, Jn_']"
±sellan,,,"['_promise_', '_make oath, swear_']"
sellen,,,[]
sellend,noun masculine,,['_giver_']
sellend,noun masculine,,['_betrayer_']
sellendlic,adj.,,['_to be given_']
sellic,,,[]
selma,,,[]
selmerige,,,[]
selnes,,,[]
"sēlor,",,,[]
selt-,,,[]
selð,noun neuter,,[]
sēlð,,,[]
+sēm,noun neuter,,['_reconciliation_']
sēma,noun masculine,,"['_arbitrator, judge_']"
±sēman_1,,,"['_to smooth over, put right, settle, reconcile, pacify_, _AO, Chr, LL_', '_seem_,’ ‘_i-seme_']"
±sēman_2,,,[]
sēmann,,,[]
sēmend,noun masculine,,"['_conciliator, arbitrator_']"
sēmestre,,,[]
semian,,,[]
semle,,,[]
semnendlic,,,"['_sudden_', '_by chance_']"
semninga,,,[]
semtinges,,,[]
senap,,,[]
"±sencan,",,,"['_to sink, plunge (in water)_, _submerge, drown_']"
sendan_1,,,"['_to ‘send’ (‘i-send’), send forth, despatch_, _BH, Bl, CP, MtL_']"
sendan_1,,,[]
sendan_1,,,"['_impel, drive_, _MkL_']"
sendan_1,,,"['_throw, hurl, cast_']"
sendan_1,,,"['_put, place, lay_']"
sendan_2,,,"['_to feast, banquet_']"
senderlīce,,,[]
senderlīpe,,,[]
sendlic,adj.,,['_about to be sent (on a journey)_']
sendnes,noun feminine,,['_sending_']
+sēne,,,[]
senep,noun masculine,,"['_mustard_', '_L._']"
senepsǣd,noun neuter,,['_mustard-seed_']
sengan,,,"['_to ‘singe,’ burn slightly_, _LL_']"
sēnian,,,[]
senn,,,[]
senop,,,[]
senoð,,,[]
senscipe,,,[]
"senst,",noun neuter,,[]
senu,,,[]
sēo_1,noun feminine,,['_pupil (of eye)_']
sēo_2,pron.,,['_she_']
sēo_3,,,[]
sēo_4,noun neuter,,[]
sēo_5,,,[]
sēoc,,,"['_‘sick,’ ill, diseased, feeble, weak_, _Bl, Bo, Chr_']"
sēoc,,,[]
sēoc,,,['_wounded_']
sēoc,,,"['_morally sick, corrupt_, _Jul, RB_']"
sēoc,,,"['_sad, troubled_, _FAp,\xa0Gu_']"
sēocan,,,[]
sēoclian,,,[]
sēocmōd,,,['_delicate (in health)_']
sēocnes,noun feminine,,"['_‘sickness,’ disease_, _LL, W_']"
sēocnes,noun feminine,,"['_a disease_, _Lcd_']"
sēod,noun masculine,,"['_scrip, purse, bag_']"
"seodo,",,,[]
seofa,,,[]
seofafald,,,[]
"seofan,",,,[]
seofeð-,,,[]
seofian,,,"['_to sigh, lament_']"
seofon,,,"['_seven_,’ _Æ, AO, BH_']"
seofonfeald,,,"['_sevenfold_,’ _A, Æ, BB_']"
seofonfealdlīce,adv.,,['_seven times_']
seofongetel,,,['_the number seven_']
seofonlēafe,noun feminine,,"['_tormentilla, setfoil (plant)_']"
seofonniht,,,['_week_']
seofonnihte,adj.,,['_seven days old_']
seofon-tēoða,,,"['_seventeenth_,’ _BH_']"
seofontīene,,,"['_seventeen_,’ _BH_']"
seofontīene,,,[]
seofontīenenihte,,,['_seventeen days old_']
seofontīenewintre,,,['_seventeen years old_']
seofontig,,,['_seventy_']
seofontīne,,,[]
seofonwintre,,,['_seven years old_']
seofoða_1,,,"['_seventh_,’ _MtL_']"
seofoða_1,,,[]
seofoða_2,,,[]
seofoðe,,,['_seventhly_']
seofung,noun feminine,,['_lamentation_']
seoh,noun neuter,,[]
seohhe_1,noun feminine,,['_sieve_']
seohhe_2,,,[]
seohhian,,,"['_to drain, filter_']"
seohter,noun masculine,,"['_drain, ditch_']"
"seolc,",noun masculine,,"['_‘silk,’ silken cloth_, _Bo_ (io), _Lcd_']"
-seolcan,,,[]
seolcen,,,"['_‘silken,’ made of silk_, _WW_']"
seolcen,,,[]
seolcwyrm,noun masculine,,['_silkworm_']
sēoles,,,[]
seolf,,,[]
seolfer,,,[]
seolfern,,,[]
seolfor,noun neuter,,"['_silver_, _CP_']"
seolfor,noun neuter,,[]
seolforfæt,noun neuter,,['_silver vessel_']
seolforgewiht,noun masculine,,['_silver-weight_']
seolforhammen,,,['_plated with silver_']
"seolfor-hilt,",,,['_TC_) ‘_silver-hilted_']
seolforsmið,noun masculine,,"['_silversmith_,’ _WW_']"
seolforstycce,noun masculine,,['_piece of silver_']
seolfren,,,"['_made of silver, ‘silvern,’_ _Bo, Chr_']"
seolfring,noun masculine,,['_silver coin_']
seolh,noun masculine,,"['_seal_,’ _AO, Lcd, WW_']"
seolhbæð,noun neuter,,"['_seal’s bath, sea_']"
seolhpæð?,,,"['_seal’s path, sea, ocean_']"
seolm,,,[]
"seoloc,",,,[]
seolofr-,,,[]
seoloð,noun masculine,,[]
seolufr-,,,[]
sēom_1,,,[]
sēom_2,,,[]
seomian,,†,"['_to be tired, lie at rest, tarry, continue, stand_']"
seomian,,†,"['_hang, swing, sway_']"
seomian,,†,['_lower (as\xa0a cloud)_']
seomian,,†,['_lay wait for_']
sēomint,,,[]
±sēon_1,,,"['_to ‘see’ (‘i-see’), look, behold_, _B, G, Ps, Rd_']"
±sēon_1,,,"['_perceive, understand_, _Cr, Ps_']"
±sēon_1,,,"['_inspect, visit_']"
±sēon_1,,,"['_experience, suffer_, _B, Cr_', '_lo! behold!_']"
±sēon_2,,,"['_to sift, strain, filter_']"
±sēon_2,,,"['_run, ooze, trickle_']"
±sēon_3,,,[]
±sēon_4,,,[]
seon-,,,[]
seondon,noun neuter,,[]
sēonian,,,"['_to languish_', '_OHG._']"
seono,noun feminine,,['_sinew_']
seono,noun feminine,,"['_B, Lcd_']"
seonobend,noun feminine,,['_sinew-band_']
seonobenn,noun feminine,,['_injury to a sinew_']
seonod,,,[]
seonodolg,noun neuter,,['_injury to a sinew_']
seonoð,,,[]
seonwe,,,[]
seorðan,V_3,,"['_to lie with_', '_ON_']"
seorwum,,,[]
sēoslig,,,['_afflicted_']
sēota,,,[]
seotl,,,[]
seotol,,,[]
seotol,,,[]
seotu,,,[]
±sēoðan,V_2,,"['_‘seethe,’ boil_, _Lcd_']"
±sēoðan,V_2,,"['_be troubled in mind, brood_, _B_']"
±sēoðan,V_2,,"['_afflict, disturb_']"
seoððan,,,[]
-sēoung,,,[]
sēow,noun neuter,,[]
"sēowan,",,,"['_to ‘sew,’ knit together, link, unite_, _Æ, Cp_']"
seox,,,[]
seoxter,,,[]
sep,,,['_GPH_']
sēpan,,†,['_to instruct_']
serc,noun masculine,,"['_‘sark,’ shirt_, _WW_']"
serc,noun masculine,,"['_corslet, coat of mail_']"
serede,noun neuter,,[]
serew-,,,[]
serw-,,,[]
serð,noun neuter,,[]
sescle,noun feminine,,"['_sixth part_', '_L._']"
sess,noun masculine,,"['_place for sitting, seat, bench_']"
sessian,,,['_to grow calm_']
sesta,,,[]
sester,noun masculine,,['_a certain measure of bulk_']
sester,noun masculine,,"['_vessel, pitcher_', '_L._']"
set,noun neuter,,"['_seat, entrenchment, camp, stall, fold_']"
set,noun neuter,,['_setting (of\xa0the sun)_']
+set,noun neuter,,['_ambush_']
sētan,,,[]
sete,noun neuter,,[]
+setednes,,,[]
setel,,,[]
seten_1,noun feminine,,"['_set, shoot, slip_']"
seten_1,noun feminine,,['_plantation_']
seten_1,noun feminine,,['_occupied_ (_tilled_?) _land_']
seten_2,noun neuter,,[]
+setennes,,,[]
seterndæg,,,[]
setgong,,,[]
sethrægl,noun neuter,,['_covering for a seat_']
sētian,,,[]
setin,,,[]
setl,noun neuter,,"['_seat, stall, sitting, place, residence_, _Æ, B, BH_']"
setl,noun neuter,,['_to set (of\xa0the sun_']
setl,noun neuter,,"['_throne_ (_of\xa0a king, or bishop, hence) see_']"
setl,noun neuter,,"['_siege_', '_settle_']"
+setl,noun neuter,,['_assembly_']
+setla,noun masculine,,['_one sitting beside_']
